-1,404001391

-3,145106071

-1,902446604

2,333240866

5,597445168

4,744028609

0,736027947

-1,168899096

0,097213171

0,395474778

-0,123114554

1,012164469

3,450029566

4,696093785

3,862767007

2,240253004

0,370902082

-0,51399759

0,014138491

0,187755454

0,316428067

1,476027178

2,60673494

3,392384888

4,648911462

4,269505082

0,830949377

-1,107355809

0,048365626

0,392369586

-0,135546291

-0,142901047

-0,503803364

-0,542957929

0,87306945

1,790021236

0,524529529

-0,526728463

-0,017963997

0,203007228

0,739397526

2,950236043

4,661808225

4,788899577

4,796314773

3,59534121

0,503021291

-0,879187844

0,092927212

0,288869985

-1,220819585

-3,091805433

-2,252455382

0,738332696

1,715249444

0,816809383

0,068941854

-0,145690333

0,009035472

0,052353419

-0,288492418

-0,963557373

-1,400880975

-1,177746687

-0,678331865

-0,51274391

-0,947186584

-1,370657265

-1,189473284

-0,685232397

3,951911241

14,35399726

19,58460569

17,22490418

17,18104833

18,1737696

16,50540484

16,02311517

17,57265365

18,36138551

10,50140493

-7,464686003

-14,43820673

-4,972032429

1,174875519

-1,91985644

-9,033719067

-11,37552892

-5,378853663

0,206243611

-0,718615359

-7,376658067

-11,92955406

-10,0713302

-6,488745302

-0,771135528

9,249225335

19,17347541

23,33898682

19,79311958

10,77015066

0,121500814

-8,847734308

-13,44078075

-12,93621872

-7,037396097

-0,717356515

-5,072754723

-14,26351712

-14,00631409

-5,524648977

2,750988662

0,84862076

-8,556514266

-12,22725041

-10,17809057

-6,601683623

-1,498787579

2,215449562

2,102665043

-0,395708879

-3,362765488

-6,346949134

-8,509018257

-8,80295508

-5,995013396

-0,772240626

1,413750988

-0,152850581

-0,464595294

0,253063353

0,058486921

-0,114344434

0,027088448

0,029299799

-1,662563856

-5,826572444

-9,72490577

-15,76301863

-30,52983552

-49,38698645

-56,7100462

-39,16005207

2,609505929

49,8132154

57,81120534

12,36628433

-15,46984619

0,459272465

5,563682457

-13,42117443

-37,32760925

-43,20494401

-24,52804965

-7,981818122

-5,585874276

-11,25542858

-22,46794704

-33,69174095

-36,28354365

-28,56753113

-11,97311001

12,99026599

35,00746233

38,44575451

24,62827646

6,945274714

-8,818699102

-23,91180512

-37,90030502

-49,2636702

-52,81187168

-40,38869529

-10,8010566

28,58188177

44,2826247

12,55378267

-12,58913224

-0,521055033

4,903963743

-10,09381068

-28,2887647

-32,10613368

-16,9676007

2,941687092

14,26002746

6,39793361

-4,471220952

-0,920395745

2,057006831

-2,423342294

-2,727679367

9,90010226

26,02931325

28,14767184

16,88616855

0,795672165

-16,16606571

-27,90406394

-30,15512837

-26,50759726

-23,34513556

-25,99237803

-36,29440779

-48,51882427

-40,70614529

-6,893992737

10,24142763

-0,712326721

-3,520404944

18,26652097

53,02017717

56,34489876

24,32931423

8,008055908

8,435275512

2,695279384

-5,856611242

-18,75206619

-44,95844943

-79,51659047

-102,81268

-100,0053488

-68,23953953

-7,790928534

66,06797798

116,4660689

122,1398512

102,7876511

85,39817716

56,9329087

7,880124222

-13,56441121

1,301028083

4,526657622

11,86803131

37,43462136

14,49215286

-59,41219892

-97,3176598

