0,588751785

2,395965133

3,603446482

3,415340631

3,428406629

2,773609932

0,453589044

-0,701472332

0,057453698

0,237171532

0,419359712

1,652071753

1,968875078

1,394976787

1,754532413

1,753568517

0,292061241

-0,462070055

0,044816851

0,152582822

0,428677391

1,798733102

2,645594316

2,312121644

2,12517491

1,68705113

0,2773463

-0,426784268

0,034399781

0,144541299

0,39848334

1,530035389

2,063140474

1,865612664

2,124271284

2,314450239

2,065529077

2,096798141

2,28476325

2,147684304

1,967394719

1,993250482

2,128732256

2,312433686

2,422217553

2,485434115

2,609874561

2,750219325

2,840540109

2,788847825

2,658999669

2,744791101

3,080295654

3,406600892

3,634471866

2,805409199

0,476220663

-0,696425895

0,043204756

0,24199398

0,851579215

3,255666377

4,388945742

3,417583696

3,043479282

3,303468718

3,181613666

3,018301605

2,88470915

2,680816149

1,921211121

0,32250112

-0,469206301

0,026659219

0,164360438

-0,032660913

-0,034331209

-0,455901447

-1,002467409

-0,887373355

-0,401596738

0,30774582

1,594156491

3,039947234

3,914291925

4,107307454

3,896580263

3,513193369

3,048049162

2,602163086

2,293253902

2,064450121

1,840316533

1,701359519

1,620445472

1,107205872

0,126225347

-0,262582068

0,036000163

0,082866824

0,798557724

2,869633838

3,96684281

3,521260536

3,248088543

2,755718047

1,872806118

1,786161803

2,191212411

2,222027235

2,044152916

1,891489584

1,872567672

2,114709039

2,356102447

2,378356369

2,103049228

1,496086924

1,036117932

1,006649327

0,897048239

0,594843805

0,411420519

0,182455325

-0,079080251

-0,068191998

0,015402392

-0,067804388

-0,155614758

-0,213709736

-0,226661035

-0,06232676

0,063244506

0,002541718

-0,024634072

-0,021775495

-0,159478899

-0,334488842

-0,299036157

0,020810845

0,397570504

0,421499218

0,128838892

-0,086359712

-0,290884312

-0,412530617

-0,124360137

0,121029503

0,005814695

-0,047404023

0,435613608

1,383393553

1,841066782

1,935953675

2,089542593

1,164750116

-0,172942384

-0,232698623

0,14169572

0,026092932

0,591009683

3,538641255

8,791366738

13,87734074

17,2494703

19,56385084

20,91983207

22,21516929

25,33633675

29,21000513

32,5314184

36,28067734

39,0659779

37,75583379

30,4694871

2,57751567

-44,0642285

-61,22881833

-44,04969088

-37,64181529

-31,38422463

-5,031693653

8,023117653

-0,742120313

-2,67239475

-56,43087285

-202,18099

-155,8968048

190,1797183

354,3897498

173,4444611

-3,473417226

-26,8954553

7,225745289

7,368705504

58,42023703

219,5920114

297,638224

245,9398986

233,7898599

258,2152526

252,1511279

246,0332857

250,7474393

250,9480589

129,5003031

-145,5351791

-237,0437503

-79,06433389

1,783541132

-5,959357197

5,051230056

2,649350406

-3,324360495

0,517123615

0,954516389

-0,581949276

-0,095790576

0,247016235

-0,069422421

64,1466562

219,8107989

295,5094671

125,2117202

-77,12372244

73,50376183

324,5600742

282,767411

209,384923

255,2380963

197,8690027

23,15959022

-46,99105789

6,21724967

14,92755023

20,15614221

94,21493041

125,4591813

91,35220373

87,30813321

79,08063636

14,12577508

-20,69908961

1,538263079

7,047418029

23,68695334

91,6554379

124,6404147

98,43715284

86,12866129

85,68115981

69,39975314

51,71593572

37,9278677

23,65620357

12,48632706

7,321906345

6,457970572

7,499791563

8,296454346

8,635622272

9,923010264

11,49510867

12,46202365

13,68909301

14,68571309

14,57927742

13,90233272

12,31974839

9,594657282

5,589008001

0,644356262

-1,268138548

0,14559413

0,414566107

1,301571627

5,634155634

8,64601553

7,335244438

4,074461151

0,557521895

-0,845993518

0,070849412

0,284545016

-0,146507181

-6,525639678

-22,32819175

-30,54395798

-25,86698142

-24,86451474

-21,15711875

-3,922923398

5,456972943

-0,304260325

-1,905199376

-12,32595205

-45,68666234

-63,82700032

-54,81636739

-53,42844991

-45,29495177

-8,215651504

11,65202422

-0,710784566

-4,041860777

-20,78454876

-79,12644504

-113,5173426

-103,2511522

-107,3840405

-92,91850601

-17,23127805

23,97988808

-1,343178155

-8,368996021

-41,17171134

-155,3261415

-217,0832907

-185,0084933

-177,4346564

-146,9745797

-24,94999536

37,50243658

-2,850078596

-12,76824539

-19,03474376

-83,58410082

-95,1038591

2,199041569

111,7852424

124,1124699

26,96563973

-32,75617125

0,547242816

11,98214707

58,90205939

217,7361347

298,2328397

246,3366405

233,3988426

194,0190882

32,51315167

-49,53697892

3,958386925

16,7787142

4,749281753

7,584482882

-57,14554007

-114,4875182

-54,93471324

30,21010576

25,87133388

-12,70294895

-5,280282115

6,949447564

-1,069207229

-2,016731945

1,223882475

0,204350265

-0,520640596

0,145441355

0,124140461

-0,103693558

-0,000692661

0,037147667

-43,61538137

-144,4035958

-181,1496997

-130,4961881

-108,6050363

-113,3815879

-88,62794475

-37,50961976

28,30535757

103,3896149

175,0567473

226,0629847

250,5645733

253,4006865

248,7348083

249,0759941

250,6873895

249,8759951

249,6454913

243,0930233

209,7770005

145,2592444

80,49050473

35,0520367

-10,02249527

