2,469074134

3,056661332

1,192459126

-0,603346471

0,224038487

1,571278954

1,116125351

1,559859531

3,593679026

3,885079904

1,944134461

0,555281913

1,700564622

3,728024109

3,779756829

1,4640235

-0,900751716

-0,16333285

1,634535242

0,499196486

-1,442748263

-1,190791191

0,568021283

1,498346111

0,285663092

0,119865101

3,140583936

4,465559361

2,083133083

0,177308747

0,868915564

3,301192632

4,190420849

2,132042043

0,256084549

0,396866736

1,869593366

2,843581457

3,173345548

3,700651596

2,345751693

-0,202349242

-0,514450742

0,250250768

0,083925479

-3,65334211

-9,707532317

-6,257975356

4,901719865

9,308666625

6,264165258

1,073174147

-1,443272079

0,027808983

0,53228426

-1,394233764

-3,91005794

-4,23558507

-1,290339978

2,512336132

3,621330821

-0,54682731

-4,4777286

-2,004700897

2,837486618

3,679975018

-0,910867102

-5,278954646

-4,581152073

-1,40512911

2,29373375

7,018306286

12,86265358

19,50776189

25,88193005

30,10445929

29,16767795

21,84683279

8,908101832

-6,580269859

-4,626978577

21,81211609

31,08492619

8,633264648

-9,904033045

-9,271379227

3,462574885

12,62894151

10,4088462

7,999111518

6,303729697

0,837893829

-1,618934196

0,226219098

0,505091539

-0,838801243

-0,815759836

2,287939479

6,476131144

7,848502976

6,928217173

5,780376048

4,301687304

2,321667688

0,459966444

-0,789113114

-1,439299709

-1,871096444

-1,900620014

-0,792572049

0,539267473

0,414233934

-0,231812514

-0,0712662

0,115593029

-1,289885432

-4,694558082

-7,051296198

-6,76902538

-5,856017796

-3,683989791

-0,226634068

0,846097668

-0,185412103

-0,237086787

0,167427564

0,01379235

-0,065232951

0,022411959

0,013800852

-0,01374705

0,000852603

0,004529221

-0,002200146

-0,000688353

-2,747088409

-10,25524384

-16,72584075

-19,33293214

-22,33057599

-18,70702308

-3,374914066

4,742754987

-0,261061632

-1,65973894

0,801176993

0,25228161

-0,390114532

0,073676751

0,107813293

-0,071347731

-0,008437246

0,028894279

-0,009103547

-0,006457303

0,005940507

-0,00019299

-0,002030699

0,000919168

0,000336806

-3,63266336

-13,56307385

-23,7028054

-34,65593686

-52,73146329

-50,54181633

