0,0257542204603862;
0,0224011415562494;
-0,010819111569639;
-0,00465317318381261;
0,00598823890516031;
-0,00676543080979548;
0,0192830127329718;
0,189362713986363;
0,470990808470007;
0,699780150555568;
0,607926216737269;
0,121275638880094;
-0,154117914136829;
0,00358604584397032;
0,0561074458462794;
0,160992552247727;
0,604543967620068;
0,822717427221567;
0,742930657773458;
0,834687491020148;
0,718804868580076;
0,11639176699978;
-0,182138791509926;
0,0155786240262346;
0,0612786353817013;
0,205491143761946;
0,76613780689122;
0,953439978917593;
0,679136119863745;
0,683787188623902;
0,609840296479618;
0,0838356480329289;
-0,157895222593384;
0,0214504072022585;
0,0494964003253476;
0,0457567041471265;
0,269050425878535;
0,432220059385272;
0,389112671595351;
0,362004899676336;
0,323923292902147;
0,0833820608052186;
-0,0855676412306215;
-0,00401234943601397;
0,0337132339558135;
0,34968043991928;
1,25624425548853;
1,78344719464186;
1,62976719171917;
1,66853252249264;
1,40687192655018;
0,2506211605215;
-0,35960177504712;
0,0226649561512314;
0,124482961473465;
0,432791107506285;
1,70948905962703;
2,46957667063805;
2,19239407208449;
2,06185427975371;
1,95062568591375;
1,45040076773148;
1,20340341076503;
1,25548381155837;
1,16370560044131;
1,07533055267416;
1,06411457464766;
0,918974341943445;
0,783121265845666;
0,854784905156485;
0,994539858284572;
1,0598636396681;
1,0905062220383;
1,1706891196943;
1,27833692536393;
1,33746667328548;
1,32398219166143;
1,28900452325479;
1,36251821710023;
1,48064800287048;
1,49907077330777;
1,57560443392418;
1,73458414065866;
1,73298728248567;
1,66646517944473;
1,69658784906383;
1,69950720244957;
1,66533964838493;
1,67429469550935;
1,69317341118353;
1,65690022378044;
1,58508431231962;
1,64665661878947;
1,86494693406016;
2,00319841804763;
2,00427100759397;
2,01145685064297;
2,05591824874303;
2,10360869042032;
2,18825346013566;
2,34023421887384;
2,45913914611163;
2,45296503149474;
2,38213896318278;
2,28760137251077;
2,23322131337912;
2,36335849900722;
2,49487254898212;
2,40437181310709;
2,26248380817499;
2,13405452807583;
2,04379065186721;
2,20117607539007;
2,47121659717453;
2,51865972903093;
1,80986513528086;
0,288311982057923;
-0,436501438065192;
0,0284696536341605;
0,151445647668084;
0,542598773749243;
2,12640707048031;
3,04747659690386;
2,77054935882983;
2,93690582043557;
2,55887863913081;
0,468318636670564;
-0,660339794264995;
0,0395863578833433;
0,229306877913373;
1,393523862511;
5,07321353370529;
6,94012548386595;
5,91886604317003;
5,74900317376037;
6,329520551738;
6,25881418933141;
6,12510214502134;
6,21118868127608;
6,22383479556212;
4,51180676953542;
0,669819549844442;
-1,09543915081673;
0,0958084065173273;
0,369028561978617;
1,35285540973916;
5,14828094756143;
6,73946653673564;
4,93702876264847;
4,39287464852562;
3,78794989712262;
0,643834140769813;
-0,983714947498178;
0,08302811929521;
0,330744946416976;
1,23292279800799;
4,83450319759874;
6,70674989271749;
5,3263134968497;
4,72691381263059;
3,99534442914163;
0,751382454605478;
-1,03642795414683;
0,0564179780167243;
0,362284388977323;
1,37788130620234;
5,25454721091384;
7,11682842174434;
5,59816995062332;
5,21428718084326;
5,92846531443452;
5,76754615000808;
5,51416987450688;
5,5704860747391;
5,94205325198215;
6,98435057541762;
8,25157791531794;
9,30785256074724;
10,4277513002802;
11,6656446225378;
9,27451884701077;
1,59774292064293;
-2,31934189871503;
0,142781082878668;
0,805900836091159;
2,72966216893046;
10,686147219447;
15,0356428512698;
12,6674062731721;
11,8891712732078;
9,81306206908128;
1,71728345707778;
-2,50262913026647;
0,167842755414114;
0,862012601692804;
3,16746093230736;
11,8275172118334;
15,2239509720865;
10,7412913210387;
8,85661338807343;
9,05269867674213;
6,60159028241773;
2,77092752847037;
-1,4044957219085;
-6,1338503109572;
-11,32986037898;
-16,956090632866;
-22,8998352927148;
-28,9151652453528;
-35,1505060390592;
-41,9732849742194;
-48,7110135150267;
-54,1537026103305;
-58,1689937592319;
-60,8483402868585;
-62,2570172581381;
-62,9319154736313;
-62,7519383036144;
-61,3177184612345;
-59,3334377903818;
-43,1740356697084;
-6,88710111361691;
10,5425297308558;
-0,750106445481375;
-3,62598590251286;
-12,3482547084228;
-43,9957224096944;
-45,4596855231568;
1,38149876025288;
52,9377546272727;
62,639184500557;
15,4970049655527;
-17,0469348233373;
-0,222667367669894;
6,4462704030488;
-2,66743497743982;
-1,16666624463605;
1,43562935266236;
-0,186449511075834;
-0,432223568566943;
-15,1439402342718;
-58,6364917743587;
-93,7282309144207;
-82,5744896684515;
-43,6366458988771;
-21,837199074618;
-36,1024308702186;
-63,3021475951408;
-79,9981182481559;
-84,1708924054253;
-82,2604531506644;
-77,5446460519689;
-66,81266538132;
-52,6857505915159;
-41,9889014673556;
-47,987221318627;
-71,5838565551643;
-75,2722232170188;
-52,2462230343128;
-39,010058628384;
-35,0811420009518;
-24,9577805484772;
-17,6595701514761;
-16,0921904628612;
-12,2085804514505;
-5,69011282341839;
-0,337430103101061;
1,13179674302419;
-0,190657671306083;
-0,348325491399812;
0,343218396426252;
0,259439170064756;
-0,36312177822898;
-1,04623964736926;
-1,37841798967614;
-1,08891204298811;
-0,207144822271015;
0,270308956709301;
-0,00735954199078873;
-0,0981029101562218;
-0,547455943870194;
-1,83954429428144;
-2,0359574216551;
-0,679957925094426;
1,45084934667521;
2,41793514551194;
-0,57963911956568;
-2,93096936245594;
-0,861675771400458;
1,86231951711761;
4,3754304908282;
7,41241938815404;
10,8439911240056;
14,2620977213414;
16,3825977406272;
13,0747790979513;
2,49504601543312;
-3,27678943802133;
0,103043628733031;
1,18216219232347;
-1,00398039388901;
-2,30061001124805;
-2,6352965543541;
0,127278470585411;
1,93008789859664;
-1,4879301510027;
-2,28515973220716;
0,759924188711294;
0,608958097321519;
-0,543393294601565;
-12,1076567924264;
-43,8118468408338;
-65,6268075195354;
-58,3812782724816;
-45,5049576125647;
-42,3891248128581;
-44,6754134093598;
-48,0625859523129;
-54,2372334302095;
-63,0994543797078;
-70,8171843420699;
-69,982041700181;
-45,6381320298405;
3,07413723812926;
46,5324742358678;
43,9747632966015;
4,52604302837934;
-10,9724980287517;
1,9490865403891;
3,24816210809119;
18,8827122752199;
71,8743724869455;
98,0195620432647;
76,9593410253802;
61,2526441609112;
43,2998212814123;
5,09697366140289;
-10,5190501188321;
1,48452425443272;
3,29292601331467;
6,52140469446462;
28,6132737331488;
39,3817438187283;
29,460191240584;
22,1685726482071;
18,7459237026887;
13,043538836828;
9,96639902289862;
9,61651615440367;
8,97543505459065;
7,39054585384259;
4,49874933862603;
0,605923851395006;
-2,35951891910741;
-3,62189685059979;
-3,20113494426413;
-0,762882696747748;
0,826205351908106;
0,0250698812238946;
-0,320005880793011;
-0,37025012364284;
-1,58936191250239;
-2,3269107499394;
-2,55239499695287;
-3,80078794139581;
-3,70408272407139;
-0,680274066411074;
0,97132568197161;
-0,0652281345451624;
-0,333742720102184;
-1,72216474796944;
-6,51004071798681;
-9,0887859798666;
-7,74503613983129;
-7,50062675567652;
-6,23055057107325;
-1,02277644439549;
1,59224014047323;
-0,136948897379558;
-0,534954328891819;
-0,489504719334097;
-1,9107822217629;
-1,2380598144583;
0,756250451659075;
0,693074373479906;
0,393462686106791;
1,38246172792917;
2,58412308373183;
3,71498906876884;
4,61862838168015;
4,95585824744738;
4,67509867949251;
4,19713406488867;
4,02166239482616;
4,09141539725134;
4,45001678833884;
4,90953479621106;
4,7184419819412;
3,85615557946979;
3,07179696864577;
2,71703708638123;
2,52104773157952;
2,22815896288419;
1,86868916445757;
1,49529788742786;
1,18700288089574;
1,17025965572643;
1,43486928781679;
1,69661800760068;
1,96410570251623;
2,33517849460454;
2,79121097962276;
3,67559264658879;
5,0943188812953;
6,3288515519481;
9,16868562887834;
11,6116849113391;
6,89168325611081;
2,56308984503575;
5,93690585583104;
6,20240077919448;
0,524104737898396;
-1,5200676587173;
0,307206038973183;
0,434307428042317;
3,73737054513432;
13,9821378100144;
19,5679790395448;
17,0799972021223;
16,683029111373;
13,8855394610145;
2,42970403957163;
-3,5450284800667;
0,239798905393423;
1,22003983120955;
1,45039344932155;
5,59328168373006;
4,1844322824541;
-3,54097653044851;
-9,09181729278301;
-8,81651980505505;
-2,20245351409617;
2,31856690713753;
0,0869412898121811;
-0,904135482363984;
-11,4592423942216;
-41,5837830979982;
-60,0409011601335;
-55,4430219171774;
-55,5062010117967;
-45,7654513154852;
-7,91448931172002;
11,6446305197066;
-0,807055107831674;
-4,00012554950102;
-11,3235175919596;
-42,2112364486037;
-47,9319705309716;
-12,5619060883685;
24,489516344839;
34,3713851564199;
9,77401232022086;
-9,61197877966544;
-0,509142133903434;
3,79785575105154;
31,9551022619979;
109,271869929506;
136,59828902926;
93,7708466959933;
73,3721113897654;
56,6750772181893;
7,00520121374227;
-14,1769113103757;
2,03813435416694;
4,40877036750897;
-2,60645866600413;
-0,469750005150127;
1,12232765974796;
-0,302982119097114;
-0,272044086701229;
-17,2669945821393;
-59,8692682158618;
-77,2622714821357;
-51,2896491905004;
-28,9385668082891;
-19,2401847551492;
-8,19355559020472;
-5,68039664109689;
-14,2848203342767;
-23,2450947581811;
-27,7966585167239;
-29,3715540216437;
-29,8017581623479;
-30,0795215935294;
-29,333481066458;
-26,8745908051735;
-23,7631352024613;
-20,9949912520414;
-18,9433133931579;
-17,8460037263562;
-12,9556166967997;
-2,02803615820444;
3,16870821829596;
-0,244341992005036;
-1,08130315664376;
-3,10687484138183;
-11,9969894428945;
-15,3412312499286;
-10,08019638807;
-7,21316523987914;
-5,4731452018635;
-0,667658042007325;
1,37503244319591;
-0,203991984280475;
-0,424631133319093;
1,11033937094082;
2,90546677469848;
3,53939746169713;
2,6454783108563;
1,76395079612253;
0,973496632503028;
0,0368031749633716;
-0,333180910108731;
0,0161480543607219;
0,52509256550337;
0,559555327635771;
0,103432024919149;
-0,264514327521319;
-0,0282885142552646;
0,518029458355571;
0,515784019914086;
0,0283301843389396;
-0,125856055726681;
0,0316626958687514;
0,0332125520370186;
9,31281012469933;
31,9791242726547;
42,0471394138206;
30,6356091042647;
20,8290931090815;
15,4920013646166;
7,57995580784243;
2,4561795528519;
1,53423959660925;
-1,62503771754998;
-11,612303045136;
-22,8158783851745;
-23,5527702681935;
-16,8771843767354;
-22,2921987737821;
-44,3042067009603;
-64,8689942140452;
-74,7246160296726;
-83,3481202449251;
-96,1071725624251;
-78,2480563186701;
-13,6802237938585;
19,6785306206353;
-1,18395479184896;
-6,84656387344693;
-16,1541699733307;
-65,6884470585247;
-85,2616715645893;
-40,7401984022302;
7,40843507562304;
18,1110306661978;
3,10984847550393;
-4,9644985960757;
0,534414988118396;
1,61039934777718;
14,9881487268808;
56,5339465574418;
83,2665136949795;
76,9227602653603;
70,9160904413214;
52,5770107758876;
7,29959741466181;
-12,9093474820148;
1,41298245558869;
4,21841767879248;
5,50701991028974;
28,3263627106249;
46,1152902157039;
46,2371776327498;
45,6136895483254;
34,774872657456;
5,27338530860572;
-8,58515125100303;
0,773722357780259;
2,87760468902344;
1,21466038962068;
9,63008080980251;
16,4165657357649;
16,6310546836687;
17,4696800834028;
13,9236775403966;
2,14428797256719;
-3,47593024896564;
0,318150338285518;
1,16173560582453;
-0,0249765455253436;
1,5489989124003;
1,47375782843407;
-1,31839830305319;
-3,24282967369775;
-2,20454773387199;
1,16406531986887;
1,88903220903338;
-1,27304766587248;
-3,42249455720121;
-6,44787897862221;
-13,7137164980931;
-18,4467217338568;
-17,7878235418112;
-17,5994789707428;
-17,5491238821813;
-15,5346186543439;
-15,6433807645803;
-18,0130231980004;
-18,5493857576007;
-16,5814313466923;
-12,6631714068976;
-9,03279037015451;
-7,2524451547524;
-4,70618475807121;
-1,18021938025337;
0,438141796882883;
0,0883966296267218;
-0,16938556272923;
0,0358254852439957;
2,00203819092989;
7,01659814069546;
10,4690595548921;
10,2628587427623;
10,284039373219;
8,00431417655544;
1,18235149820483;
-1,9933105108399;
0,201298288285094;
0,657991906005823;
0,284548617579959;
2,27739923703024;
3,84627285318193;
3,65397384430347;
3,17727024893533;
2,01430454387918;
0,129748315602374;
-0,460439229797544;
0,0976582442660177;
0,130530536057538;
0,0701169232740364;
0,57327027573711;
0,792583065851316;
0,486566942203721;
0,62666973528058;
0,936947501505205;
0,320022518204975;
-0,280012940304585;
-0,0260940919265832;
0,115152015613901;
1,41866640010687;
5,12034776390123;
7,26941083835846;
6,45235784416722;
6,54029606349818;
5,75268717014932;
1,12959162894262;
-1,50020649176412;
0,0656724731461196;
0,531265968648129;
2,38847866205064;
8,99997654838732;
12,4204912438858;
10,1833799692058;
9,19327286489785;
7,28742135807906;
1,1080739394724;
-1,83559287610427;
0,181945674861777;
0,606821384343231;
1,49143228306541;
6,38818534770664;
9,46453164354481;
8,39227661642222;
7,94959342984669;
6,51227026854842;
1,17143690271015;
-1,66142031940695;
0,0983194037708971;
0,578062968577024;
2,03334327775254;
7,89556689459022;
11,0038869658474;
9,26996758276328;
9,06101744548111;
7,68568853445683;
1,33233434532714;
-1,97465027944698;
0,14520376720665;
0,674057673050654;
0,756564079670312;
2,82262577490542;
1,39686344447118;
-3,97219356840503;
-8,33835250714419;
-6,98186828118066;
0,990620848977112;
3,35798611059644;
-3,89586473782171;
-9,10645192826193;
-18,4087893886386;
-39,4140912084191;
-52,4275430944614;
-51,8584495969777;
-54,9204046305947;
-44,9666665498625;
-7,76009061700308;
11,3737858989696;
-0,760805361439016;
-3,9212762439773;
-6,3219334764915;
-20,5085953228786;
-4,60162017935206;
42,8193158884418;
76,0635237008018;
57,0993595078302;
-8,21693602522049;
-20,1434857600763;
43,0358043043145;
81,8019289780751;
98,7684914938608;
135,640099287945;
151,724549011178;
131,928976553698;
104,565960631941;
73,4651671825015;
43,0887888071936;
27,3770374313618;
19,9684918346082;
7,70168232910205;
-10,3871564766003;
-27,5930914742929;
-35,0798993628057;
-32,4853673246182;
-33,2692076621275;
-43,4296202767286;
-57,3875279287285;
-70,20858958957;
-75,146518605585;
-67,6589717023448;
-51,5761732106679;
-34,5412779743745;
-20,7872388630079;
-12,1758420378465;
-11,3030873035369;
-16,4858304210374;
-22,5268462247792;
-26,6115703577032;
-28,5156027206896;
-29,2327188773973;
-29,263683907561;
-27,2876130305477;
-22,7687618480663;
-17,4509228208072;
-12,6977803248546;
-8,49282056687014;
-4,99157205927603;
-2,73227171207325;
-1,99817435929356;
-2,59189418986563;
-3,50143101107885;
-3,94537616825081;
-4,62261473416887;
-5,94556008341075;
-6,64521319828567;
-4,61220744335179;
-0,505931354107944;
1,08062757830602;
-0,150732204545016;
-0,340303443038616;
-0,947522143727774;
-4,23281891089002;
-6,95436755494852;
-7,90148116342227;
-9,51296501682774;
-8,26331557627478;
-1,49297377374118;
2,11887796831526;
-0,128183397429336;
-0,735672335569039;
-1,46939988463757;
-5,71252699773379;
-6,69091301287276;
-3,22685324540232;
-1,04267515752147;
-0,0478882545255603;
0,47659785224106;
-0,0492004461681861;
-0,169926333751506;
0,0920093350574996;
2,24024384188432;
7,48268350634259;
11,1470324221494;
12,4919921556381;
14,8145462761612;
12,4297911008556;
