1,23420440352294;
1,10220661525926;
0,85839305274133;
0,738195584397774;
0,786515537483857;
0,836768259747064;
0,901955773525416;
1,02074633948136;
1,08650557784521;
1,07709963419293;
1,04026446917365;
1,04023058764936;
1,14256376293748;
1,25219539165221;
1,24767952795195;
1,1590805853393;
1,10206723451515;
1,184362790051;
1,35995068896749;
1,47603436110875;
1,0990323515273;
0,160110116874626;
-0,268604128123235;
0,0256443300149877;
0,0894770388363473;
0,287844572775189;
1,11385510049072;
1,42402184322881;
0,922656178984468;
0,725031425244332;
0,676365460064985;
0,141739906176207;
-0,182497889851574;
0,00748361474617511;
0,0646758356307042;
0,156000300551941;
0,548707470932855;
0,63311239179554;
0,4920171496995;
0,696089478244519;
0,709497683983213;
0,133583555599797;
-0,186214764466934;
0,0112041357920615;
0,0645551096812966;
0,205674398513048;
0,723732745637265;
0,807121331456828;
0,46784551316338;
0,587590763960474;
1,06459197468452;
1,48702419316771;
1,8643969761677;
2,10602955684071;
2,00509596447699;
1,52268011192602;
0,957843542576228;
0,728582723210107;
0,853857115724654;
1,03157220072339;
1,17916069087941;
1,34910540213839;
1,46689568048421;
1,46004531786087;
1,30478110786537;
1,17112495508917;
1,29846942982461;
1,4939341300567;
1,47212812698604;
1,28925261824684;
0,828480092901035;
0,0986454801296077;
-0,19278083733974;
0,0230323860693247;
0,0624637658795252;
0,251266513458672;
0,999497559838285;
1,37173082341879;
0,993333596411162;
0,68528485990705;
0,472504438016329;
0,0526633188222608;
-0,117342184704867;
0,0189212643702662;
0,0356064938841779;
0,170168474925577;
0,663875897578754;
0,952366970168765;
0,893451467601813;
1,01124398764505;
1,30076823126728;
1,3891427521614;
1,24270332288937;
1,09136361457293;
1,00421394487598;
0,867855050079652;
0,684098801858449;
0,6075697685309;
0,742808573363841;
0,977870680544682;
1,1285591655483;
1,16219569708318;
1,16203587440552;
1,14533784279917;
1,04730119434015;
0,867882814243919;
0,705994278240917;
0,723824818903376;
0,989892755630066;
1,29462042682825;
1,43868908295609;
1,50604328706042;
1,53037435368963;
1,38180116270799;
1,11047944210876;
0,87755464077934;
0,764340335954355;
0,813840308291058;
0,912778058703829;
0,899967494067531;
0,851083875904837;
0,851692505385219;
0,741349445917436;
0,509593346026514;
0,43309705832524;
0,62826163355394;
0,860823159444193;
0,781859442185507;
0,494902419365963;
0,423976634181449;
0,402221717394657;
0,0942981553382845;
-0,108781249116624;
0,000375233545838284;
0,0403571964569164;
0,0297140930624232;
0,13437919996939;
0,125204765447958;
-0,0816212344298538;
-0,217117553394849;
-0,117796354030989;
0,0249971597243012;
0,0219965072286928;
-0,0166091444015714;
-0,00109764164714556;
0,4141162056535;
1,42457778086029;
2,00800999034804;
1,78618332498634;
1,71514934774899;
1,42483697091599;
0,268627778475216;
-0,364516383700831;
0,0168955268348899;
0,128872505330017;
-0,12372093164105;
-0,317120141117643;
-0,536483100701654;
-0,56496611530629;
-0,184409618386369;
0,670932326999438;
1,85496358060107;
2,71614373217517;
2,8808982905668;
2,55191999107719;
1,8201763715757;
0,794114908447565;
-0,127040197635713;
-0,41308979041741;
0,335537266262175;
1,73225379742425;
2,90211274029811;
3,54592962346955;
3,56663358516538;
2,46064323394809;
-0,14883036430232;
-3,62648306649566;
-6,34252604692095;
-7,02055627582777;
-5,85624514903397;
-4,28216561254917;
-3,20525637936452;
-1,80820712671146;
0,825582789719123;
3,74789066789352;
5,09367447901243;
4,60407174420353;
3,68213720122885;
3,5217878365371;
5,74592033383613;
7,3081934673511;
2,42531788657285;
-2,08329600881047;
-0,231835888018543;
0,875993650143382;
9,55926592035356;
34,9363189712888;
52,1261658286561;
51,4202262568968;
51,4832545828521;
48,1110557618186;
36,1574946851224;
27,838450491849;
17,4805909901427;
-6,75568367584717;
-32,8437158985476;
-46,813561752306;
-54,3355598846834;
-61,7030704382256;
-63,0998544958612;
-57,9491152174077;
-53,0656593737096;
-44,9746982353723;
-29,9037603913914;
-17,0497911606445;
-9,97675723087054;
-1,74335413497845;
10,7649766179834;
36,1054514013387;
55,1320752605432;
14,7838668865343;
-51,1052612588733;
-58,263852877137;
-24,5609529105078;
0,99723067029214;
22,1454128029144;
33,8684746729321;
18,1793686864865;
-15,9996067400592;
-48,4767646986298;
-65,2867490183055;
-58,6764244310354;
-31,1492154839151;
5,81184213007469;
34,5938139718012;
33,5104506783208;
5,54121468384158;
-8,4661643297637;
0,663254786370735;
2,87610585189864;
-9,10407931511578;
-19,9622023812538;
-7,16840538276399;
19,1820380233033;
27,2894803186527;
25,7017017579737;
30,0145216474335;
30,6197154130108;
21,5663830811902;
8,81739223428659;
-1,50077065544255;
-6,23483233037774;
-4,95774659682371;
-0,337760787951361;
5,41072732838487;
10,5000264653335;
11,5519263709994;
7,64731079179623;
1,90271042127141;
-2,91994126491422;
-6,42775041196538;
-9,00984875769417;
-10,1669286830098;
-8,64367712450465;
-4,2478700484869;
-2,16428376602555;
-7,14354312535198;
-11,6034736879217;
-8,84165006662131;
-3,63274381510053;
-1,29649165544272;
-3,38634332154179;
-5,54426538174573;
-3,73097333127762;
-1,34863391462213;
-0,705243552370492;
-0,976092879124013;
-1,97010523426521;
-3,01972920476639;
-3,51414745404596;
-2,7320314292761;
-0,469577812892357;
0,678389691269767;
-0,0397263621046758;
-0,236768386448427;
-1,4391781423316;
-5,90421974668026;
-10,1043168710633;
-11,7563852169208;
-12,7217308234404;
-12,8307182930723;
-10,7582980190356;
-7,02244739615082;
-3,2902090742008;
-0,672371566053591;
-2,40184524400649;
-8,85314065826088;
-9,6651035871717;
-3,15544826049031;
0,257222092135028;
-2,07812374175651;
-5,58402806945425;
-3,25742587407924;
3,23528449143422;
5,22495760166504;
3,83158326970106;
2,96267469802283;
2,67758841250935;
3,81829542795271;
6,83182029716434;
10,0196342477419;
