2,047055711288;
2,04003567395612;
1,86259826737182;
1,78714204590768;
1,85104967505909;
2,02847028091332;
2,19737402915583;
2,02340457454944;
1,57215621786262;
1,30061253260221;
1,310533120514;
1,4114213050429;
1,58970692485202;
1,8298349584773;
2,02394096883253;
2,23769320876132;
2,59716704699675;
2,94131533239492;
2,95143628334168;
2,64690780642124;
2,19727821785406;
1,59873336116773;
0,959246213103026;
0,381049042695004;
-0,1578704826971;
-0,329413103548635;
0,290171078149532;
1,38185311371813;
2,16811972235597;
2,38913822223112;
1,78809465088535;
0,654837322036571;
0,850288242514529;
2,20193917398763;
2,57329374066191;
1,66413075420553;
0,24890138105765;
-0,382801295687099;
0,0222990792650347;
0,134576236612207;
0,265731115967083;
1,08818425172028;
1,43386728510907;
1,02705406413478;
0,912963051961399;
0,78203824216492;
0,121047754740847;
-0,202182939986291;
0,0216252192971046;
0,0659805385406323;
0,160191492949055;
0,603746813872653;
0,736712131948609;
0,547936438253174;
0,640537050856693;
0,643540424968774;
0,139015353215546;
-0,170163874228439;
0,00336106101084761;
0,0620065974666147;
-0,158962027285655;
-0,357980259543239;
-0,333534416114992;
-0,472761556077875;
-0,993273055365267;
-1,3803294683823;
-1,5234533108356;
-1,47761761323919;
-1,01028208226009;
-0,403365369058594;
-0,120326409874062;
-0,0367612936263618;
0,0241144543990471;
0,00835964158484439;
-0,0129271292063319;
-0,0346647386004026;
0,0308722737670726;
0,479730066417493;
1,06452787738182;
1,3140947062653;
1,38814759861759;
1,43655463673194;
1,22807590805436;
0,910235909978915;
0,939773705540696;
0,899946217923107;
0,212908951175633;
-0,241764748050032;
-0,000910313172252719;
0,090512523634923;
0,383183763961865;
1,55188240069068;
2,52262451856804;
2,73284550590227;
2,93404578961333;
3,20187205530514;
3,3837709835594;
3,65432230784629;
3,93167426985394;
3,99417016977407;
3,72199122026707;
3,26279993101979;
2,9256449709596;
2,83138508149658;
2,78923151483988;
1,97650492650323;
0,273339309494205;
-0,474174148188228;
0,0471497882327061;
0,157395498276134;
0,792148589462054;
2,93535870178002;
3,92349094606745;
3,16609325419065;
3,02665229970267;
2,52222095083399;
0,403874795124316;
-0,642133492501542;
0,058322246977926;
0,214440591359318;
0,47385789370455;
1,84185030653966;
2,11204411052184;
0,948915233456783;
0,613911071362702;
1,21602479122817;
1,74561995343136;
2,21429990967414;
2,63716772368013;
2,80654909420281;
2,08259313429515;
0,337261025360621;
-0,507789659357452;
0,0336201987361356;
0,17578529690871;
0,67152210028564;
2,54715512966017;
3,38395050012504;
2,37395734449887;
1,44385229490041;
1,49324411345628;
2,54703424937782;
3,18753915088806;
2,44112424204185;
1,48793140826273;
0,691941244432636;
-0,0236161569408983;
-0,140486834686635;
0,0521013034440962;
0,0305100680113817;
0,354475267526226;
1,31831428730337;
1,69873170284031;
1,14649419746644;
0,748747855161384;
0,511634416120942;
0,0534906307615739;
-0,126136030098391;
0,021445569207785;
0,0378119175542643;
0,242812236621929;
0,938418232980843;
1,34921657182983;
1,26778859258456;
1,41402908597267;
1,25654427961461;
0,225980241560461;
-0,326449052447435;
0,0223841127354004;
0,112048902294989;
0,0148238143963376;
0,129138332868771;
-0,0322196470348567;
-0,391495754922998;
-0,510597631166135;
-0,400795572524139;
-0,0977301738697915;
0,101316150491705;
0,0053012168545457;
-0,0402919785889773;
0,0113980183643523;
0,0591210503437669;
0,324005060109709;
0,78511966291642;
0,984744717685961;
0,618945064781129;
0,0319209315724161;
-0,134990102837394;
0,0296130255987211;
0,0380461784066044;
-0,2757942453735;
-0,958170441746844;
-1,7809733534613;
-2,75096445877624;
-3,85004040402688;
-3,26980229164567;
-0,518732329586636;
0,821166889745942;
-0,0711353951399535;
-0,276092129449934;
-0,152839588243318;
-0,81648705362969;
-0,199426827887525;
2,99672504850116;
7,33666688872044;
7,80414074351932;
1,79558619598148;
-2,08321375015854;
0,00580883910094413;
0,774232941421084;
5,27203735035541;
18,4896971610505;
23,4228525450498;
15,9956121444883;
11,6951568305394;
8,48032167487388;
0,879568755854796;
-2,086986831009;
0,356283989086657;
0,625085169005608;
-8,00495015788115;
-24,4245078555273;
-28,5024620901454;
-21,4264513812623;
-28,1806292031995;
-41,0128504310981;
-36,6533851329097;
-17,4448746822894;
-3,0202391807084;
-6,29432593934372;
-21,9999670538992;
-31,2278530834997;
-19,407972677641;
2,5203433335313;
10,8943579999301;
2,2656827689312;
-9,81815921633469;
-16,3931388640111;
-15,5497970421353;
-9,33703792577368;
-2,72380683913722;
0,462309305904059;
0,355040761149826;
-0,24659719523174;
-0,0334324367454089;
1,06380569520571;
2,85793157368504;
3,1136014326477;
2,80416494666;
5,42017157088919;
7,42320446465672;
4,43221035582622;
1,3560350199622;
2,79667652729686;
6,07718539519255;
2,78663535675304;
-10,0529793920018;
-16,1826066481138;
-9,5211605717877;
-5,04994985928277;
-7,54536291882929;
-12,1764002190205;
-13,4400933365872;
-9,62695604091368;
-6,02609429835263;
-3,69273024725811;
-0,541727083293221;
0,882469779295002;
-0,073013342838026;
-0,299570325706688;
2,87671615515663;
7,65134588821577;
3,59963687168141;
-9,08748059660851;
-15,1995347499551;
-9,7791278883872;
-0,826367816747483;
2,12512477063326;
-0,327619019904751;
-0,660712905707459;
4,08113690082382;
9,91992730599517;
5,56792915274926;
-4,54257988046917;
-3,44065789152279;
1,06196998359933;
-6,24296992264275;
-13,3923449759611;
-5,02842998283952;
10,4415268665401;
14,3107634337934;
3,15062279562618;
-3,87343396074385;
0,101354728390025;
1,39788686536665;
0,55429960138004;
5,11812343278442;
11,5108420961027;
15,9303033598726;
17,6393413272997;
11,9766783875971;
0,936784467790043;
-2,78071340053881;
0,535763011162259;
0,810866400004611;
0,532756619697818;
4,35205353387776;
7,75337433193677;
6,98012296829254;
3,28936995431625;
0,722664813825912;
3,5006883753042;
7,84680758785181;
7,27459299768907;
3,12791048841893;
1,19996670126002;
4,60372934103096;
7,52554171764084;
6,64253323619339;
8,17256883358614;
11,3470963360969;
10,4694868623469;
7,23404595549484;
4,84157398914481;
3,40859247882961;
3,15911050918034;
3,36008494904541;
1,05816945416142;
-4,02690600780621;
-7,20428499464231;
-6,76128109455708;
-6,38435424057018;
-6,11398426029749;
-3,68621506268169;
-1,0535980906215;
0,115769935272171;
-0,371472455671913;
-3,03288968645442;
-4,10901057079867;
0,137846824897096;
5,62311002291916;
6,32827372600179;
1,85135353485467;
-2,51765222162982;
-1,58325539981296;
2,63411243808907;
4,73044979936841;
4,92320482796395;
7,15784597655095;
11,5059881341236;
13,5507485536724;
10,2930255886787;
3,53137880868681;
-1,46025583007783;
0,312693788106711;
7,22265756182332;
12,6366119701399;
15,0218933425079;
16,9745060221675;
18,2961140329771;
17,4848758628249;
13,696719745257;
7,96941300152749;
4,79988681369363;
7,21789501771909;
12,0838992027589;
13,8789485157585;
10,7208743747447;
5,90864471319429;
4,14081526193296;
5,41451526358446;
5,99379269035557;
5,63922030709834;
6,66671529520022;
7,94489829083734;
7,59340611792192;
7,48748051703941;
10,1104176863103;
15,1646632074645;
19,1188028829329;
17,8185571895392;
12,3769183717824;
6,48013893939222;
0,273811289425994;
-6,41268535771377;
-10,405746053854;
-5,60737157417366;
9,67061378197128;
25,6245161939202;
30,9493316992293;
24,1988745587221;
10,3050206447541;
-6,77952329525791;
-26,1897578418613;
-46,7454923196684;
-59,1637558922863;
-49,8987718210554;
-23,1931730375913;
-0,0599553002964587;
9,40971212523423;
11,0710508949478;
12,962007304848;
18,8732589637061;
24,9921607489718;
21,8103939654782;
8,11184145578138;
-3,00246744666175;
-2,83974204769207;
1,20227350363177;
1,16871913565282;
-2,01175181331329;
-6,29917006412368;
-11,299734222099;
-15,8757577573836;
-19,7025547255034;
-16,7050306704617;
-3,19525068568608;
4,26609501461697;
-0,174400506313754;
-1,51882880235072;
-5,10962557916417;
-19,1380519771381;
-23,8455272921239;
-13,8427199371193;
